PDB_ID,Chain,CATH,N,Fmax_[e/A],Dmax_[A],Lmax_[A],lambda
2u2f,A,3.30.70.330,85,0.96,186.57,183.25,0.56
1n88,A,3.30.70.330,96,1.29,92.64,84.5,0.2
1x5u,A,3.30.70.330,105,0.85,162.12,129.25,0.34
2sxl,A,3.30.70.330,88,0.95,52.98,42.75,0.09
1o0p,A,3.30.70.330,104,1.26,37.48,32.75,0.03
1no8,A,3.30.70.330,78,1.12,175.53,183.75,0.59
2do0,A,3.30.70.330,114,0.73,358.56,307.5,0.81
2dhg,A,3.30.70.330,104,0.93,251.19,209,0.58
1fjc,A,3.30.70.330,96,0.9,116.23,101.25,0.27
1fht,A,3.30.70.330,116,1.15,128.12,90.5,0.19
1uw4,A,3.30.70.330,91,0.79,104.84,100,0.28
1xn9,A,3.30.70.330,101,1.6,141.9,90.25,0.21
1iqt,A,3.30.70.330,75,0.74,225.46,232.75,0.8
1owx,A,3.30.70.330,113,1.06,169.12,141,0.33
1ufw,A,3.30.70.330,95,0.82,230.57,208.25,0.61
1qm9,A,3.30.70.330,198,0.97,501.95,474,0.65
1fj7,A,3.30.70.330,101,1.08,161.45,137.25,0.36
1sjr,A,3.30.70.330,108,0.98,172,149.25,0.37
2aym,A,3.30.70.330,83,1.06,117.02,117.5,0.34
1hd1,A,3.30.70.330,75,0.99,101.5,110,0.35
1dhm,A,3.30.70.330,83,0.87,88.48,93.5,0.26
1s79,A,3.30.70.330,103,0.72,94.7,76.25,0.18
1hd0,A,3.30.70.330,75,0.99,104.19,113.5,0.36
2cqc,A,3.30.70.330,95,1.06,222.9,197.75,0.57
1d9a,A,3.30.70.330,85,1,188.47,193.75,0.58
1pba,A,3.30.70.340,81,0.86,85.36,77.5,0.23
2gjf,A,3.30.70.340,72,0.97,71.69,76.25,0.24
1o6x,A,3.30.70.340,81,0.88,102.76,85.5,0.27
1fwp,A,3.30.70.400,69,1.07,66.15,78,0.24
1kp6,A,3.30.70.440,79,0.21,15.18,2.25,0
1rb0,A,3.30.70.560,158,1.31,67.38,59.75,0.07
1g4c,A,3.30.70.560,158,1.2,67.83,57.75,0.07
1kbr,A,3.30.70.560,158,1.24,69.5,59,0.07
2f63,A,3.30.70.560,158,1.25,160.5,150.25,0.23
1im6,A,3.30.70.560,158,1.34,71.18,60.75,0.07
1eq0,A,3.30.70.560,158,1.39,78.48,71,0.09
1cbk,A,3.30.70.560,160,1.21,78.69,68,0.08
1dy3,A,3.30.70.560,158,1.19,71.76,59.25,0.07
1vs3,A,3.30.70.580,249,1.79,567.65,576.75,0.59
1gh8,A,3.30.70.60,89,0.73,190.05,194,0.56
1qjh,A,3.30.70.60,93,1.25,68,74,0.17
1vmb,A,3.30.70.60,107,1.19,119.54,120.75,0.27
2bvz,A,3.30.70.60,98,1.16,109.55,107.5,0.26
1b64,A,3.30.70.60,91,1.15,100.98,115,0.28
1cqm,A,3.30.70.60,98,0.98,118.17,113,0.29
1cqn,A,3.30.70.60,98,1.29,87.62,90.75,0.2
1ris,A,3.30.70.60,97,1.25,86.47,87.5,0.2
1lou,A,3.30.70.60,97,1.21,83.39,84.5,0.19
2ohd,A,3.30.70.640,142,2.23,187.5,199.75,0.32
2ide,A,3.30.70.640,148,2.13,203.82,206.25,0.33
2iih,A,3.30.70.640,146,1.94,193.1,193.5,0.31
1reg,X,3.30.70.650,122,1.08,87.55,78,0.15
1f2h,A,3.30.70.680,169,0.74,104.1,80.75,0.11
1f3v,A,3.30.70.680,158,1.4,258,233.5,0.39
2hfv,A,3.30.70.790,97,1.08,143.12,107,0.29
1gmu,A,3.30.70.790,138,1.77,290.82,283.75,0.53
1gmv,A,3.30.70.790,138,1.23,315.01,301.75,0.58
1eb0,A,3.30.70.790,143,2.57,351.29,356.5,0.63
3cnq,P,3.30.70.80,71,0.96,81.6,67.5,0.22
1itp,A,3.30.70.80,77,0.77,67.97,59,0.18
1spb,P,3.30.70.80,71,0.86,74.07,63.25,0.21
1umj,A,3.30.70.830,101,1.56,129.38,140,0.32
1v6h,A,3.30.70.830,103,1.5,133.06,144,0.32
1p1l,A,3.30.70.830,102,1.52,133.23,143.25,0.32
1nza,A,3.30.70.830,103,1.34,132.36,139.5,0.32
2e66,A,3.30.70.830,102,1.65,135.05,144,0.33
2nuh,A,3.30.70.830,104,1.62,135.97,145.5,0.32
2zfh,A,3.30.70.830,109,1.35,153.47,158.25,0.35
1uku,A,3.30.70.830,102,1.66,132.89,143.75,0.32
1xk8,A,3.30.70.830,107,1.37,94.09,101.25,0.2
1osc,A,3.30.70.830,108,1.07,40.26,39.75,0.06
1kn6,A,3.30.70.850,73,0.85,66.25,73.25,0.23
1in0,A,3.30.70.860,162,1.79,388.36,414.25,0.63
1n5s,A,3.30.70.900,112,0.91,122.53,115.5,0.26
1tuv,A,3.30.70.900,103,0.97,88.63,89.75,0.2
1iuj,A,3.30.70.900,102,0.98,119.66,122,0.29
1n5q,A,3.30.70.900,112,0.9,140.61,135.75,0.3
1n5t,A,3.30.70.900,112,0.89,121.06,113.75,0.25
1n5v,A,3.30.70.900,112,0.89,122.89,115.5,0.26
1si9,A,3.30.70.900,106,1.08,128.34,100,0.29
1q53,A,3.30.70.900,112,0.82,328.12,319.5,0.77
1lq9,A,3.30.70.900,112,0.9,122.78,115.5,0.26
1tr0,A,3.30.70.900,106,1.19,101.38,100.25,0.22
1rjj,A,3.30.70.900,111,0.82,337.28,321,0.79
2e7x,A,3.30.70.920,150,1.14,326.2,327.25,0.56
2efn,A,3.30.70.920,150,1.08,440.22,436.75,0.77
2e7w,A,3.30.70.920,150,1.06,441.59,438.25,0.77
2yx4,A,3.30.70.920,149,1,426.02,427.75,0.75
2efp,A,3.30.70.920,150,1.26,327.3,331,0.56
2efo,A,3.30.70.920,150,1.37,328.85,332.75,0.57
2pmh,A,3.30.70.920,150,1.07,443.72,444,0.78
1i1g,A,3.30.70.920,140,1.11,297.91,290.75,0.54
1ri7,A,3.30.70.920,146,1.32,328.29,337.25,0.59
2eky,A,3.30.70.930,97,1.27,158.19,154.25,0.39
2epi,A,3.30.70.930,98,1.2,156.31,146.25,0.37
1npr,A,3.30.70.940,242,1.58,740.5,706.5,0.8
1m1h,A,3.30.70.940,182,1.4,547.06,531.75,0.78
1nz8,A,3.30.70.940,119,0.8,89.02,78.25,0.16
1npp,A,3.30.70.940,244,1.62,283.91,244,0.26
1m1g,A,3.30.70.940,240,1.47,728.12,692,0.79
1ivz,A,3.30.70.960,132,1.08,122.95,108.75,0.2
1nxi,A,3.30.70.970,132,1,238.64,203.25,0.42
1mw7,A,3.30.70.980,220,2.1,255.21,263.25,0.29
1in0,A,3.30.70.990,162,1.79,388.36,414.25,0.63
1dzo,A,3.30.700.10,120,1.4,207.56,206,0.43
2hi2,A,3.30.700.10,158,1.58,419.71,379.75,0.67
1x6y,A,3.30.700.10,120,1.5,331.56,329.75,0.72
1qve,A,3.30.700.10,126,1.47,174.53,164.75,0.32
1ay2,A,3.30.700.10,158,1.48,161.93,115.25,0.17
1x6z,A,3.30.700.10,119,1.51,330,331,0.72
1rg0,A,3.30.700.10,126,1.29,136.34,125.5,0.24
1x6r,A,3.30.700.10,120,1.49,333.31,331.75,0.72
1x6p,A,3.30.700.10,120,1.54,332.42,333.75,0.72
1x6q,A,3.30.700.10,119,1.42,328.77,328.5,0.72
1hpw,A,3.30.700.10,129,1.19,176.53,137.75,0.28
1oqw,A,3.30.700.10,144,1.65,423.09,393.75,0.75
2pil,A,3.30.700.10,157,1.33,416.84,367,0.66
1wsc,A,3.30.700.20,224,1.69,475.19,459.25,0.54
1r29,A,3.30.710.10,122,1.47,175.61,152.75,0.32
1r28,A,3.30.710.10,122,1.46,151.82,128.75,0.25
2ass,A,3.30.710.10,143,1.42,196.05,162.5,0.16
1eoe,A,3.30.710.10,100,1.4,157.15,135.75,0.35
3kvt,A,3.30.710.10,103,1.6,102.92,83.75,0.17
1qdv,A,3.30.710.10,99,1.51,85.31,70.5,0.14
1nn7,A,3.30.710.10,105,1.32,107.13,83.5,0.18
1s1g,A,3.30.710.10,107,1.25,179.56,151.5,0.37
1r2b,A,3.30.710.10,125,1.17,168.8,133.75,0.28
1hv2,A,3.30.710.10,99,1.17,220.13,215,0.56
1eof,A,3.30.710.10,100,1.43,90.49,74,0.15
1dsx,A,3.30.710.10,87,1.55,43.69,42.25,0.06
1cs3,A,3.30.710.10,116,1.32,296.98,262.75,0.63
3bim,A,3.30.710.10,125,1.44,251.29,216.75,0.47
1buo,A,3.30.710.10,121,1.3,175.44,135,0.29
1a68,A,3.30.710.10,87,1.52,43.86,41.25,0.06
2ast,A,3.30.710.10,142,1.47,211.4,181.25,0.2
1qdw,A,3.30.710.10,87,1.58,45.77,44.25,0.07
1eod,A,3.30.710.10,100,1.6,155.86,141.5,0.35
1t1d,A,3.30.710.10,100,1.49,89.91,74,0.15
1914,A,3.30.720.10,171,2.08,143.03,139.25,0.17
3gcc,A,3.30.730.10,63,1.1,125.56,120.5,0.49
2gcc,A,3.30.730.10,63,0.96,126.75,119.75,0.49
1pwj,A,3.30.740.10,89,1.32,49.05,26.5,0.02
2pg1,A,3.30.740.10,85,1.67,41.86,36.5,0.04
1cmi,A,3.30.740.10,85,1.5,40.02,33.75,0.03
1f3c,A,3.30.740.10,89,1.84,54.73,51.75,0.08
1pwk,A,3.30.740.10,91,1.49,52.14,33.75,0.04
1f95,A,3.30.740.10,89,1.45,47.7,34.25,0.04
1f96,A,3.30.740.10,89,1.37,53.8,39.25,0.07
1rhw,A,3.30.740.10,89,0.99,98.83,71.25,0.19
1vc1,A,3.30.750.24,110,1.8,171.01,167.5,0.36
1auz,A,3.30.750.24,116,1.54,173.98,164,0.35
1sbo,A,3.30.750.24,110,1.7,280.26,277.25,0.65
1h4y,A,3.30.750.24,115,1.4,183.78,168.5,0.37
1buz,A,3.30.750.24,116,1.64,300.59,291.25,0.66
1ipb,A,3.30.760.10,191,2,311.93,286.5,0.39
1ap8,A,3.30.760.10,213,2.12,527.62,491,0.62
1rf8,A,3.30.760.10,213,2.17,523.41,509.25,0.63
1wkw,A,3.30.760.10,191,2.31,307.39,292.25,0.38
1d1r,A,3.30.780.10,83,0.89,45.3,24.5,0.04
2if1,A,3.30.780.10,126,1.59,175.88,149.25,0.29
1qkh,A,3.30.860.10,73,0.87,54.95,37.5,0.1
1qkf,A,3.30.860.10,73,1.01,84.12,75,0.24
1byr,A,3.30.870.10,152,1.94,459.71,449,0.79
1bys,A,3.30.870.10,152,1.94,460.03,449,0.79
1d9n,A,3.30.890.10,75,0.83,125.55,94.25,0.34
1ub1,A,3.30.890.10,125,0.85,254.38,129.75,0.35
1duj,A,3.30.900.10,187,1.36,115.38,113.5,0.14
1klq,A,3.30.900.10,197,1.79,106.03,73.5,0.07
1go4,A,3.30.900.10,196,2.27,313.19,299.25,0.38
1s2h,A,3.30.900.10,205,1.69,135.11,109.5,0.11
1ghh,A,3.30.910.10,81,1.45,158.31,149,0.46
2eff,A,3.30.920.10,106,1.46,76.83,68,0.13
1ew4,A,3.30.920.10,106,1.33,75.31,68.75,0.13
1ly7,A,3.30.920.10,121,1.12,293.42,292.25,0.63
2p1x,A,3.30.920.10,106,1.42,76.53,67.75,0.13
1ekg,A,3.30.920.10,119,1.39,120.85,121.75,0.23
1soy,A,3.30.920.10,106,1.17,195.52,180.25,0.45
1v5r,A,3.30.920.20,97,1.19,142.74,139.5,0.36
1cbf,A,3.30.950.10,239,3.1,512.93,510.5,0.54
1tkg,A,3.30.980.10,224,1.91,204.91,199.5,0.21
1tke,A,3.30.980.10,224,1.96,204.59,199.75,0.21
1tje,A,3.30.980.10,224,2,204.71,200.5,0.21
1tky,A,3.30.980.10,224,1.9,205.46,199.25,0.21
1eyf,A,3.40.10.10,92,0.8,153.72,99.5,0.32
1eq6,A,3.40.100.10,189,1.61,55.68,42.5,0.03
1jhs,A,3.40.100.10,188,1.75,51.59,43.75,0.03
1cbf,A,3.40.101.10,239,3.1,512.93,510.5,0.54
2esf,A,3.40.105.10,213,2.25,275.45,266.5,0.3
1i6p,A,3.40.105.10,214,2.26,280.44,272,0.31
1g5c,A,3.40.105.10,169,2.45,267.57,264.25,0.38
2a8c,A,3.40.105.10,221,2.38,305.92,293.25,0.33
1ekj,A,3.40.105.10,210,3.46,458.77,440,0.53
2a8d,A,3.40.105.10,221,2.83,470.3,464.6,0.53
1v5z,A,3.40.109.10,217,2.25,298.79,306.5,0.34
1ylr,A,3.40.109.10,216,2.48,287.03,298.5,0.33
1kqc,A,3.40.109.10,216,2.4,286.34,296,0.33
1zch,A,3.40.109.10,249,1.97,220.41,200,0.19
1icr,A,3.40.109.10,216,2.17,284.28,291.75,0.33
1idt,A,3.40.109.10,217,2.45,288.74,296.25,0.33
1ds7,A,3.40.109.10,217,2.45,292.81,298.5,0.33
1f5v,A,3.40.109.10,240,1.81,107.05,90.5,0.07
1nox,A,3.40.109.10,200,2.45,282.07,281,0.34
1v5y,A,3.40.109.10,217,2.29,303.21,311.5,0.35
1ylu,A,3.40.109.10,216,2.66,288.87,301.5,0.33
1ooq,A,3.40.109.10,217,2.48,293.13,298.5,0.33
1yki,A,3.40.109.10,216,2.61,287.02,300.5,0.33
1oo6,A,3.40.109.10,217,2.38,289.85,301.5,0.33
1icu,A,3.40.109.10,216,2.38,283.48,294.5,0.32
1kqd,A,3.40.109.10,216,2.53,288.24,301.25,0.33
1oon,A,3.40.109.10,216,2.71,290.87,304.25,0.33
1kqb,A,3.40.109.10,216,2.46,288,299,0.33
1nec,A,3.40.109.10,216,2.66,288.9,304.25,0.33
1oo5,A,3.40.109.10,217,2.31,288.43,299.75,0.33
1vfr,A,3.40.109.10,217,2.25,300.66,308.5,0.34
1mo8,A,3.40.111.10,213,1.44,246.34,257.25,0.3
1u7q,A,3.40.111.10,136,1.35,186.76,193.25,0.35
2a00,A,3.40.111.10,136,1.39,191.38,202.75,0.36
2a29,A,3.40.111.10,136,1.37,194.87,201.75,0.36
1mo7,A,3.40.111.10,213,1.34,169.47,181.5,0.2
1svj,A,3.40.111.10,136,1.44,187.1,193.25,0.35
2bnd,A,3.40.116.10,237,2.01,433.4,440.75,0.47
1a79,A,3.40.117.20,171,2,519,496.5,0.78
1x08,A,3.40.118.10,228,2.12,565.17,577.75,0.65
1x09,A,3.40.118.10,231,2.12,577.88,582.5,0.65
2e99,A,3.40.118.10,227,1.88,165.47,183.25,0.18
1v7u,A,3.40.118.10,227,2.35,563.73,583.75,0.65
1x07,A,3.40.118.10,231,2.25,581.51,586.5,0.66
2e98,A,3.40.118.10,226,2.1,203.87,225.5,0.23
1x06,A,3.40.118.10,229,2.44,571.55,586.5,0.65
2e6c,A,3.40.121.10,243,2.87,455.74,442.5,0.46
1ihn,A,3.40.123.10,111,1.95,35.05,38,0.02
2fi9,A,3.40.123.10,118,2.07,250.22,263.5,0.54
2cyj,A,3.40.123.10,118,2.09,258.09,269.25,0.56
2fvt,A,3.40.123.10,135,1.46,306.72,289,0.57
1rhx,A,3.40.126.10,87,1,224.47,227.25,0.67
1x9a,A,3.40.126.10,87,1,128.49,119.25,0.35
1j85,A,3.40.128.10,156,1.82,422.21,430.25,0.71
1v2x,A,3.40.128.10,191,1.54,541.34,548.25,0.74
1nxz,A,3.40.128.10,242,1.6,0,0,0
1zjr,A,3.40.128.10,197,1.9,566.39,573.5,0.75
1o6d,A,3.40.128.10,147,1.9,0,0,0
1gz0,A,3.40.128.10,235,1.8,0,0,0
1l5i,A,3.40.131.20,118,1.25,203.38,185,0.41
1m55,A,3.40.131.20,193,1.7,308.08,320,0.41
1l2m,A,3.40.131.20,118,1.26,203.63,183,0.4
2itj,A,3.40.131.20,128,1.55,155.99,143,0.27
2if9,A,3.40.131.20,132,1.54,137.72,110.75,0.2
2ipr,A,3.40.131.20,127,1.55,84.78,70,0.1
1dzf,A,3.40.134.10,211,1.86,663.19,649.25,0.82
1ipi,A,3.40.135.10,114,1.99,298.53,295,0.67
1a79,A,3.40.135.10,171,2,519,496.5,0.78
1gef,A,3.40.135.10,120,1.92,322.55,309,0.68
2bes,A,3.40.140.10,157,2.55,366.69,368.75,0.59
1ysd,A,3.40.140.10,156,1.65,122.47,114.5,0.16
2fr6,A,3.40.140.10,137,1.44,103.39,88.75,0.14
2d30,A,3.40.140.10,124,1.38,100.47,90.75,0.16
1oi0,A,3.40.140.10,108,1.88,324.38,342.25,0.79
1ux0,A,3.40.140.10,130,1.5,218.59,205.25,0.4
2o3k,A,3.40.140.10,154,1.56,111.95,105,0.15
1jtk,A,3.40.140.10,131,1.35,263.94,245.25,0.5
1rb7,A,3.40.140.10,152,1.6,107.11,96.5,0.13
1uwz,A,3.40.140.10,130,1.51,260.08,245,0.49
1uaq,A,3.40.140.10,151,1.58,103.62,94.75,0.13
2bet,A,3.40.140.10,157,2.8,365.27,366.75,0.58
1mq0,A,3.40.140.10,130,1.19,258.43,243.5,0.49
1ysb,A,3.40.140.10,156,1.78,120.14,112.75,0.15
1zab,A,3.40.140.10,137,1.48,108.41,85.25,0.14
2fr5,A,3.40.140.10,136,1.39,100.22,79.5,0.13
1ux1,A,3.40.140.10,131,1.33,154.82,136.5,0.26
1p6o,A,3.40.140.10,156,1.74,125.29,114.75,0.16
1wkq,A,3.40.140.10,158,1.44,316.25,299.25,0.5
1jd3,A,3.40.141.10,164,1.69,433.56,433.25,0.69
2ahc,A,3.40.141.10,164,1.81,382.88,384,0.6
1xlr,A,3.40.141.10,164,1.68,411.09,410.75,0.65
1g81,A,3.40.141.10,164,2.06,449.36,455.75,0.71
1tt8,A,3.40.141.10,164,2.12,447.76,453.75,0.71
2p19,A,3.40.141.10,148,1.92,205.09,199,0.32
1fw9,A,3.40.141.10,164,1.91,449.33,454.75,0.71
1xs0,A,3.40.142.10,128,1.45,197.75,189.5,0.37
1gpq,A,3.40.142.10,127,1.43,194.23,185,0.37
1ln0,A,3.40.144.10,92,1.11,41.32,32.75,0.04
1mk0,A,3.40.144.10,97,1.31,54.84,58.5,0.11
1j57,A,3.40.146.10,143,2.06,75.56,57,0.05
1ktu,A,3.40.146.10,143,1.75,92.08,59.25,0.07
1rlk,A,3.40.149.10,116,1.89,245.77,255.25,0.54
1wps,A,3.40.151.10,143,1.56,375.56,382.25,0.69
1wpt,A,3.40.151.10,144,1.55,381.65,387.25,0.69
1wro,A,3.40.151.10,147,2,312.3,326,0.55
1wpv,A,3.40.151.10,147,2.04,311.37,328.5,0.55
1vea,A,3.40.151.10,143,1.73,379.4,386.5,0.7
2ekm,A,3.40.152.10,160,1.48,127.16,99.5,0.14
2gl0,A,3.40.152.10,163,1.46,135.93,103.5,0.15
2d16,A,3.40.152.10,162,1.52,133.44,97.75,0.14
1ovb,A,3.40.190.10,159,2.09,200.81,229.25,0.33
1lag,E,3.40.190.10,238,2.2,661.92,663.75,0.72
1txf,A,3.40.190.10,248,2.02,378.23,379,0.38
2q2c,A,3.40.190.10,231,2.17,639.3,637.75,0.72
1uth,A,3.40.190.10,219,1.68,690.97,672,0.83
1hsl,A,3.40.190.10,238,2.12,665.41,661.25,0.73
1atg,A,3.40.190.10,231,1.68,655.06,648.75,0.74
1gv8,A,3.40.190.10,159,2.12,199.88,227.25,0.33
1utb,A,3.40.190.10,214,1.83,372.87,372.25,0.44
1o63,A,3.40.190.10,200,1.48,517.46,514,0.67
1laf,E,3.40.190.10,238,1.91,697.12,692,0.77
1lah,E,3.40.190.10,238,2.13,662.37,661.5,0.73
2lao,A,3.40.190.10,238,1.8,723.4,719,0.8
1lst,A,3.40.190.10,238,1.94,696.68,693.5,0.77
1wdn,A,3.40.190.10,223,1.95,55.7,52.25,0.03
2h5y,A,3.40.190.10,232,1.79,179.83,179.75,0.18
1wod,A,3.40.190.10,231,1.71,46.36,45,0.02
1ftk,A,3.40.190.10,250,3.38,433.52,445.25,0.43
1gvc,A,3.40.190.10,157,1.98,192.99,219.75,0.32
1gr2,A,3.40.190.10,250,3.36,432.28,444.25,0.43
1ggg,A,3.40.190.10,220,1.96,46.23,46.75,0.02
1o64,A,3.40.190.10,203,1.62,625.27,619.5,0.81
1iiw,A,3.40.190.10,221,2.16,610.26,608.5,0.72
1i6a,A,3.40.190.10,212,1.69,636.93,623.25,0.79
1amf,A,3.40.190.10,231,1.72,122.11,118.75,0.11
2fvz,A,3.40.190.80,244,2.55,301.03,301,0.3
1cby,A,3.40.198.10,227,2.55,662.46,644.25,0.76
1vgf,A,3.40.198.10,194,2.37,293.41,312,0.38
1pp6,A,3.40.198.10,194,2.15,524.59,542,0.71
2ff3,A,3.40.20.10,125,1.62,238.41,232.25,0.47
1q8g,A,3.40.20.10,166,1.27,358.54,330.75,0.54
1cof,A,3.40.20.10,135,1.48,369.11,362.75,0.71
2vil,A,3.40.20.10,126,1.58,186.75,188.75,0.36
1tvj,A,3.40.20.10,166,1.52,171.57,146.5,0.21
1svq,A,3.40.20.10,94,1.44,93.9,103.25,0.24
1eqy,A,3.40.20.10,125,1.48,293.63,291,0.6
1svr,A,3.40.20.10,94,1.73,92.67,103.5,0.23
1cfy,A,3.40.20.10,133,1.47,238.81,228.75,0.44
1kcq,A,3.40.20.10,103,1.59,242.51,233.75,0.59
1dej,A,3.40.20.10,127,1.64,244.5,241.25,0.48
1m4j,A,3.40.20.10,133,1.62,272.84,265.5,0.51
1hqz,1,3.40.20.10,139,1.44,318.35,312.25,0.58
2vik,A,3.40.20.10,126,1.39,183.26,183.25,0.35
1mdu,A,3.40.20.10,124,1.57,235.73,237.25,0.48
2i2q,A,3.40.20.10,122,1.56,283.74,270,0.59
1c0f,A,3.40.20.10,127,1.67,184.88,180.5,0.34
1ahq,A,3.40.20.10,133,1.58,117.96,110.75,0.18
1t44,A,3.40.20.10,144,1.5,363.43,323.25,0.62
1f7s,A,3.40.20.10,124,1.5,329.62,316.5,0.68
1c0g,A,3.40.20.10,127,1.48,185.05,176.75,0.35
1q8x,A,3.40.20.10,166,1.17,352.12,324.25,0.53
1esv,A,3.40.20.10,125,1.68,235.56,238,0.47
1qpv,A,3.40.20.10,134,1.17,300.26,216.75,0.56
2ff6,A,3.40.20.10,125,1.54,177.56,172,0.33
1p8z,A,3.40.20.10,131,1.46,316.88,302.25,0.61
1h56,A,3.40.210.10,156,1.08,211.82,187,0.31
1ni0,A,3.40.210.10,157,2.29,461.52,464.75,0.77
2bfq,A,3.40.220.10,191,2.69,124.11,146.5,0.15
1njr,A,3.40.220.10,240,2.33,676.3,695.5,0.74
1txz,A,3.40.220.10,249,2.17,687.32,701.25,0.72
1ty8,A,3.40.220.10,249,2.15,523.27,539.25,0.55
2bfr,A,3.40.220.10,191,3.1,302.3,331.75,0.4
1hjz,A,3.40.220.10,192,2.98,270.62,295.25,0.35
1vhu,A,3.40.220.10,187,2.91,302.75,329.5,0.41
1jdi,A,3.40.225.10,223,1.75,170.88,166.5,0.17
1dzw,P,3.40.225.10,206,1.58,297.36,294,0.36
1dzy,P,3.40.225.10,206,1.62,298.57,297,0.36
1dzv,P,3.40.225.10,206,1.58,302.1,299.25,0.36
1k0w,A,3.40.225.10,223,1.71,167.78,163,0.17
1e4b,P,3.40.225.10,206,1.65,301.48,296.5,0.36
4fua,A,3.40.225.10,206,1.66,304.28,300.75,0.37
1dzx,P,3.40.225.10,208,1.7,313.19,309.25,0.38
1dzz,P,3.40.225.10,208,1.6,449.94,446.25,0.56
1e4c,P,3.40.225.10,206,1.6,301.28,296,0.36
1e48,P,3.40.225.10,206,1.66,442.62,439.25,0.55
1e4a,P,3.40.225.10,205,1.69,297.99,295.25,0.36
1e46,P,3.40.225.10,206,1.67,160.98,156,0.18
1e47,P,3.40.225.10,206,1.71,302.82,296.5,0.37
1fua,A,3.40.225.10,206,1.62,159.91,153.25,0.18
1e49,P,3.40.225.10,206,1.62,301.87,296.5,0.36
2fua,A,3.40.225.10,210,1.63,455.81,456.75,0.56
1dzu,P,3.40.225.10,209,1.59,314.27,312,0.38
1qb0,A,3.40.250.10,178,2.19,495.3,479,0.72
1tq1,A,3.40.250.10,119,1.23,88.1,67.25,0.12
1c25,A,3.40.250.10,161,2.51,421.45,413.75,0.67
2ifv,A,3.40.250.10,175,2.12,466.11,465.5,0.69
1ys0,A,3.40.250.10,171,1.75,213.8,207,0.29
1gn0,A,3.40.250.10,108,1.61,87.02,80.25,0.15
1cwt,A,3.40.250.10,178,2.32,473.73,472.5,0.69
1t3k,A,3.40.250.10,132,1.32,346.02,326.25,0.67
1cwr,A,3.40.250.10,178,1.83,238.26,217.5,0.31
1qxn,A,3.40.250.10,137,1.66,333.27,312.25,0.61
1cws,A,3.40.250.10,179,2.3,545.89,512.25,0.79
1hzm,A,3.40.250.10,154,1.62,337.04,334,0.56
1hnc,A,3.40.30.10,217,2.06,699.42,692.5,0.85
1f9m,A,3.40.30.10,112,2.16,301.75,305,0.7
1st9,A,3.40.30.10,137,2.08,382.39,399.75,0.73
1tof,A,3.40.30.10,112,2.17,297.61,314.25,0.69
2p0g,A,3.40.30.10,77,2.38,167.25,197.25,0.57
1i5g,A,3.40.30.10,144,2.38,406.21,419.25,0.74
1oc8,A,3.40.30.10,151,2.37,432.76,431.5,0.74
1a8l,A,3.40.30.10,226,2.55,697.59,688.25,0.8
2i4a,A,3.40.30.10,107,2,276.11,286.75,0.67
1ep8,A,3.40.30.10,112,2.13,292.39,304.5,0.67
1jfu,A,3.40.30.10,176,0.95,52.69,40.75,0.04
2ojl,A,3.40.30.10,78,2.14,102.37,126.25,0.32
1j08,A,3.40.30.10,225,2.08,497.34,483.25,0.56
2ijy,A,3.40.30.10,181,2.27,551.23,570.5,0.8
1nho,A,3.40.30.10,85,2.26,195.9,220.5,0.6
1vgl,A,3.40.30.10,96,2.21,233.37,252.25,0.63
1wwj,A,3.40.30.10,99,2.4,245.18,271.5,0.65
1m2a,A,3.40.30.10,103,2.11,212.48,225.75,0.52
1r5p,A,3.40.30.10,90,2.41,212.34,244.75,0.62
1o85,A,3.40.30.10,143,2.23,401.49,415.5,0.73
1fb6,A,3.40.30.10,104,2.04,229.21,241.25,0.56
1m2d,A,3.40.30.10,101,2.01,205.61,219.75,0.52
1fb0,A,3.40.30.10,105,2.1,271.51,281.5,0.67
2obk,A,3.40.30.10,84,2.06,188.86,199,0.57
2fwf,A,3.40.30.10,123,2.21,328.31,330.75,0.69
1qk8,A,3.40.30.10,143,2.21,401.59,415.75,0.73
1uul,A,3.40.30.10,194,2.21,587.83,582,0.79
1uc7,A,3.40.30.10,124,2.27,337.31,334.25,0.7
1oc9,A,3.40.30.10,151,2.17,544.75,464.75,0.95
1o8w,A,3.40.30.10,143,2.12,401.85,413.5,0.73
1syx,A,3.40.30.10,135,2.18,388.61,381.25,0.75
1faa,A,3.40.30.10,121,2.12,331.6,328.5,0.7
1xcc,A,3.40.30.10,219,2.12,683.1,677,0.82
1o73,A,3.40.30.10,144,2.09,405.05,413.75,0.73
1f37,A,3.40.30.10,109,2,234.99,237.5,0.54
1qq2,A,3.40.30.10,173,2.39,515.77,524.75,0.78
1zof,A,3.40.30.10,170,2.09,498.51,500,0.76
1o7u,A,3.40.30.10,143,2.24,402.74,416.25,0.74
1gsu,A,3.40.30.10,217,1.59,231.61,226,0.26
1v98,A,3.40.30.10,92,1.88,220.85,244.5,0.63
1zl9,A,3.40.30.10,207,1.25,419.26,405.25,0.52
1zzy,A,3.40.30.10,106,1.61,268.47,271.75,0.65
2c3q,A,3.40.30.10,239,1.88,288.16,279.5,0.29
2gsr,A,3.40.30.10,207,1.61,218.21,210.75,0.25
2glr,A,3.40.30.10,209,1.61,216.75,209.25,0.24
2gdr,A,3.40.30.10,202,1.61,178.52,176.75,0.21
2hrn,A,3.40.30.10,173,1.61,496.03,465.75,0.74
